Year completed,Date Completed,Project Code,Project Name,Regional Economic Development Council,NYISO Zone,NY State County,NY Region,Customer,Agency,Project category,Facility Description,Number of Facilities,Total Project Cost,First Year Bill Savings,Demand Reduction (KW),Electric Energy Reduction (kWh),Gas Savings (Therms),Oil Savings (Gallons),Steam Savings (M Lbs),Digester Gas Savings (CCF),Coal Savings (Tons),Equivalent Barrels of Oil Saved,Reduction in Greenhouse Gas Emissions (Tons),Renewable Energy (KW),Address,Address Ext,City,State,Zip,Project or Program description
2004,05/12/2004,ES-LTN-0085,IS-24R (MYRA S. BARNES SCHOOL),New York City,J - New York City,RICHMOND,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,282588,32050,92.5,304636,0,0,0,,0,747.5,88.03188,0,225 CLEVELAND AVE.,,STATEN ISLAND,NY,10308,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,05/12/2004,ES-LTN-0210,PS-39R (FRANCIS J MURPHY JR),New York City,J - New York City,RICHMOND,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,69966,8088,25.7,74798,0,0,0,,0,183.4741,21.61468,0,99 McFarland Ave,,Staten Island,NY,10305,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,05/11/2004,ES-PHN-0157,NYCHA - POMONOK,New York City,J - New York City,QUEENS,Southeastern,NYCHA - NY City Housing Authority,NYC Housing Authority,Energy Efficiency,Public Housing Projects,1,862925,61716,112,896671,0,0,0,,0,2204.359,259.1146,0,67-10 PARSONS BLVD,,QUEENS,NY,11365,Old refrigerators were replaced in New York City Housing Authority buildings with new units using half the energy and a more environmentally benign refrigerant.  This program was funded through NYPA financing.
2004,05/05/2004,ES-EPN-0033,NYC - 100 GOLD STREET BLDG - CHILLER,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,NYC Dept. Of Citywide Administrative Services,Energy Efficiency,"County, Municipal, & State Government Offices",1,5245129,174943,-611,-639000,0,0,19343,,0,2458.793,907.0645,0,100 GOLD STREET,,New York,NY,10038,"100 Gold Street had two chiller plants that had exceeded their useful lives. The basement housed 2x500 ton steam Absorbers along with their auxilaries. This system fed the interior air handlers located on basement and floors 1 through 5. The roof housed 2 x1100 ton steam turbines along with their auxilaries. This sytem fed the perimeter fan coils for the first floor through the 10th floor. Under this project the asborbers and turbines were demolished and a centralized chiller plant was installed on the roof. Three 770 ton chillers were installed along with 3 condenser water pumps, 3 primary chilled water pumps, three secondary chilled water pumps with VFD's, and two tertiary chilled water pumps with VFD's. This type of pumping system allows to provide cooling for the air handlers as well as the perimeter fan coil units. In addition to this two new cooling tower cells with VFD's were installed to replace the old towers."
2004,04/29/2004,ES-NEN-0026,NYPD - 112TH POLICE PRECINCT - BOILER,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYPD - New York City Police Department,Energy Efficiency,"Police Precincts, Fire Stations",1,504952,24053,0,0,-75452,86182,0,,0,923.2758,481.8626,0,68-40 Austin Street,39-05 Union Street,Queens,NY,11375,"Replacement of oil fired boilers with dual-fuel boilers. Additionally, replacement of domestic hot water tank and pump."
2004,04/27/2004,ES-LTN-0238,IS-115X,New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,199838,25348,74.3,232525,0,0,0,,0,570.5897,67.19368,0,East 184TH Street & Creston Ave,,Bronx,NY,10458,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,04/15/2004,ES-CAC-0096,PS-148Q - CONTROLS,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,463823,16702,0,0,20902,0,0,,,360.3448,45.55412,0,89-02 32 Ave,,QUEENS,NY,11369,"Projects to improve air compressors, steam distribution and thermostatic controls in New York City schools.  The program is funded by New York City Department of Education funds."
2004,04/12/2004,ES-ESN-0122,PS-106Q,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency - Comprehensive,"Schools, Elementary and Secondary",1,55342,6820,19.56,48449,0,0,0,0,0,118.8224,14.0005,0,180 BEACH 35 STREET,,FAR ROCKAWAY,NY,11691,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting. Exterior lighting was installed using metal halide fixtures.
2004,04/06/2004,ES-LTN-0268,PS-173M - Lighting,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,255233,32426,95,299869,0,0,0,,0,735.6793,86.65434,0,306 FORT WASHINGTON AVENUE,,NEW YORK,NY,10033,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,04/06/2004,ES-LTN-0264,PS-203K (FLOYD BENNETT SCHOOL),New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,146482,18425,53.8,171347,0,0,0,,0,420.4483,49.51483,0,AVENUE M & EAST 52 STREET,,BROOKLYN,NY,11234,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,03/23/2004,ES-LTN-0296,CUNY LAGUARDIA C.C. - NETWORK ENERGY MNGR,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,City University of New York,Energy Efficiency,Colleges and Universities,3,61924,19482,13.8,433620,0,0,0,,0,1063.936,125.3049,0,31-10 THOMPSON AVE - LAGUARDIA COL,,Long Island City,NY,11101,Installation of the Network Computer Energy Management System to reduce the electrical consumption at Queensborough & LaGuardia Community College.
2004,03/22/2004,ES-LTN-0257,JHS-120X (PAUL L. DUNBAR SCHOOL),New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,216240,33750,100.7,299068,0,0,0,,0,733.8397,86.42287,0,890 Cauldwell Ave,,Bronx,NY,10456,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,03/15/2004,ES-CAC-0005,J. JAY HS AX - ADULT OCCUPATION ED - CONTROLS,New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,498677,26767,0,0,33499,0,0,,,577.5862,32.5758,0,347 Baltic St.,,Brooklyn,NY,11201,"Projects to improve air compressors, steam distribution and thermostatic controls in New York City schools.  The program is funded by New York City Department of Education funds."
2004,03/12/2004,ES-CAB-0110,PS-151Q - Coal Boiler Conversion,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,2698876,75000,0,0,0,0,0,,287,0,672.7762,0,50-05 31 AVENUE,,WOODSIDE,NY,11377,NYPA replaced coal-fired heating systems and is in the process of replacing No. 6 heavy oil burning systems in public schools with cleaner and more energy-efficient heating systems fired by oil or gas.  The program is financed through the 1996 New York State Clean Water/Clean Air Bond Act.
2004,03/12/2004,ES-CAB-0106,PS-166M - Coal Boiler Conversion,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,2339907,75000,0,0,0,0,0,,287,0,672.7762,0,132 West 89 St,,MANHATTAN,NY,10024,NYPA replaced coal-fired heating systems and is in the process of replacing No. 6 heavy oil burning systems in public schools with cleaner and more energy-efficient heating systems fired by oil or gas.  The program is financed through the 1996 New York State Clean Water/Clean Air Bond Act.
2004,03/12/2004,ES-CAB-0112,PS-46R - Coal Boiler Conversion,New York City,J - New York City,RICHMOND,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,2592938,75000,0,0,0,0,0,,287,0,672.7762,0,41 REID AVENUE,,STATEN ISLAND,NY,10305,NYPA replaced coal-fired heating systems and is in the process of replacing No. 6 heavy oil burning systems in public schools with cleaner and more energy-efficient heating systems fired by oil or gas.  The program is financed through the 1996 New York State Clean Water/Clean Air Bond Act.
2004,03/10/2004,ES-CAC-0029,PS-204K - CONTROLS,New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,402304,16702,0,0,20902,0,0,,,360.3448,44.35533,0,8101 15th Ave,,Brooklyn,NY,11228,"Projects to improve air compressors, steam distribution and thermostatic controls in New York City schools.  The program is funded by New York City Department of Education funds."
2004,03/09/2004,ES-CAB-0113,PS-96X - Coal Boiler Conversion,New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,2657000,75000,0,0,0,0,0,,253,0,593.0745,0,650 Waring Ave,,BRONX,NY,10467,NYPA replaced coal-fired heating systems and is in the process of replacing No. 6 heavy oil burning systems in public schools with cleaner and more energy-efficient heating systems fired by oil or gas.  The program is financed through the 1996 New York State Clean Water/Clean Air Bond Act.
2004,03/03/2004,ES-ESN-0083,Buffalo City Schools - Indian Park Academy (PS-70),Western New York,A - West,ERIE,Western,BUFFALO CITY SCHOOL,,Energy Efficiency - Comprehensive,"Schools, Elementary and Secondary",1,42311,3098,9.08,28634,0,0,0,0,0,72.11897,3.843742,0,403 City Hall,,BUFFALO,NY,14202,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting. Sensors were installed in classrooms and offices to reduce the amount of time that the lights remain on during unoccupied periods.
2004,03/03/2004,ES-LTN-0295,CUNY QUEENSBOROUGH C.C. - NETWORK ENERGY MNGR,New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,City University of New York,Energy Efficiency,Colleges and Universities,1,42108,18463,13,410930,0,0,0,,0,1008.167,118.7481,0,"QBCC, 222-05 56th Avenue",,Queens,NY,11364,Installation of the Network Computer Energy Management System to reduce the electrical consumption at Queensborough & LaGuardia Community College.
2004,03/01/2004,ES-LTN-0294,Metro North - 347 Madison Ave Office - Windows,New York City,J - New York City,NEW YORK,Southeastern,MTA - Metropolitan Transportation Authority,MTA - Metro North Railroad,Energy Efficiency,"County, Municipal, & State Government Offices",1,1196485,45121,77.5,715069,0,0,0,,0,1754.567,206.6364,0,347 Madison Ave,,New York,NY,10017,Replacement of inefficient windows with new energy efficient double pane windows.
2004,02/27/2004,ES-LTN-0273,PS-158K (THE WARWICK SCHOOL),New York City,J - New York City,KINGS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,115882,14180,42.2,127374,0,0,0,,0,312.5707,36.80777,0,400 ASHFORD STREET,,BROOKLYN,NY,11207,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,02/26/2004,ES-ESN-0003,Wappinger Falls - EMS Design Only,Mid-Hudson,G - Hudson Valley,DUTCHESS,Southeastern,WAPPINGERS CSD,,Design Services,"Schools, Elementary and Secondary",14,109641,0,0,0,0,0,0,0,0,0,0,0,WAPPINGERS FALLS SCHOOL DISTRICT,99 MYERS CORNERS ROAD,WAPPINGERS FALLS,NY,12509,"Energy Management and Control System (EMS) - District Wide Burner Control Upgrades - District Wide Burner Replacement - John Jay HS Oil Tank Installation - Fishkill Plains, Wappingers JHS, Sheafe Road, and Vassar Road Boiler Replacement - Van Wyck JHS Steam Traps - Wappingers JHS and Van Wyck JHS"
2004,02/24/2004,ES-LTN-0242,IS-218M,New York City,J - New York City,NEW YORK,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,363753,52861,150.8,509000,0,0,0,,0,1247.759,147.0878,0,4600 Broadway,,Inwood,NY,10040,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting. Exterior lighting was also upgraded.
2004,02/17/2004,ES-LTN-0245,PS-135X (FRANK D. WHALEN SCHOOL),New York City,J - New York City,BRONX,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,238767,37306,108.4,348133,0,0,0,,0,854.1448,100.6014,0,2441 Wallace Ave,,Bronx,NY,10467,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,02/13/2004,ES-LTN-0270,PS-98Q (THE DOUGLASTON SCHOOL),New York City,J - New York City,QUEENS,Southeastern,CITY OF NEW YORK,NYC Department of Education,Energy Efficiency,"Schools, Elementary and Secondary",1,75252,11523,36.8,103501,0,0,0,,0,253.9069,29.9091,0,40-20 235 STREET,,DOUGLASTON,NY,11363,This project was a lighting upgrade of the fluorescent and incandescent lighting. Standard fluorescent lighting was replaced with T8 lighting with reflector technology. Incandescent lighting was replaced with compact fluorescent and T8 fluorescent lighting.
2004,02/10/2004,ES-ESN-5000,Nassau University Medical Center,Long Island,K - Long Island,NASSAU,Southeastern,NASSAU COUNTY MEDICAL CENTER,,Energy Efficiency - Comprehensive,"Hospitals, Health, Shelters, Medical Centers",1,1326253,385445,784,4430405,0,0,0,0,0,10245.7,2383.372,0,"2201 Hempstead Turnpike, Mail Box 41",,East Meadow,NY,11554,"Lighting upgrade, including replacement of T-12 F40 lamps with T-8 lamps and electronic ballasts; replacement of various incadescent fixtures with fluorescent fixtures; LED exit signs; replacement of mercury vapor fixtures with metal halide fixtures in the loading dock area."
